"","team_game_log_id","created_at","updated_at","home_team_outcome","home_team_score","away_team_outcome","away_team_score","team_outcome","team_score","opponent_outcome","opponent_score","is_home_team","is_away_team","extra_point_kicks_attempted","extra_point_kicks_blocked","extra_point_kicks_succeeded","extra_point_passes_attempted","extra_point_passes_succeeded","extra_point_rushes_attempted","extra_point_rushes_succeeded","field_goals_attempted","field_goals_blocked","field_goals_succeeded","field_goals_succeeded_longest_yards","fourth_downs_attempted","fourth_downs_succeeded","fumble_touchdowns","fumbles","fumbles_lost","fumbles_recovered_defense","fumbles_recovered_offense","games_lost","games_played","games_tied","games_won","goal_to_go_attempted","goal_to_go_succeeded","interception_return_longest_yards","interception_return_yards","interception_returns","interception_touchdowns","kickoff_return_longest_yards","kickoff_return_touchdowns","kickoff_return_yards","kickoff_returns","kickoff_touchbacks","kickoffs","kickoffs_in_end_zone","other_touchdowns","passer_rating","passing_first_downs","passing_gross_yards","passing_longest_yards","passing_net_yards","passing_plays_attempted","passing_plays_completed","passing_plays_intercepted","passing_plays_sacked","passing_sacked_yards","passing_touchdowns","penalties","penalty_first_downs","penalty_yards","points","points_overtime","points_quarter_1","points_quarter_2","points_quarter_3","points_quarter_4","points_overtime_1","points_overtime_2","points_overtime_3","points_overtime_4","points_overtime_5","points_overtime_6","points_overtime_7","points_overtime_8","points_overtime_9","points_overtime_10","punt_blocks","punt_return_faircatches","punt_return_longest_yards","punt_return_touchdowns","punt_return_yards","punt_returns","punting_gross_yards","punting_inside_twenty","punting_longest_gross_yards","punting_longest_net_yards","punting_longest_yards","punting_net_yards","punting_net_yards_avg","punting_plays","punting_plays_blocked","receiving_longest_yards","red_zone_scores_attempted","red_zone_scores_succeeded","rushing_first_downs","rushing_gross_yards","rushing_longest_yards","rushing_losses","rushing_lost_yards","rushing_net_yards","rushing_plays","rushing_touchdowns","safeties","third_downs_attempted","third_downs_succeeded","time_of_possession_secs","time_of_possession_secs_overtime","time_of_possession_secs_quarter_1","time_of_possession_secs_quarter_2","time_of_possession_secs_quarter_3","time_of_possession_secs_quarter_4","total_first_downs","total_touchdowns","game_id","opponent_id","team_id"
"11","1adbdf88-f857-4416-b285-20518d734ffd","2017-09-10T13:03:05-04:00","2017-09-10T16:22:59-04:00","win",21,"loss",12,"win",21,"loss",12,TRUE,FALSE,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,12,2,0,0,0,23,1,2,4,4,0,0,11,224,0,218,28,16,1,2,6,2,6,2,50,21,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,35,6,0,0,4,3,10,190,0,0,0,0,42,1,0,17,8,1984,0,0,0,0,0,23,3,"33af46ed-0d99-4b6a-8373-eb7eb5e18305","8112be50-1ec2-47c0-ab27-b4fc4654aa5b","50990622-f5d7-4597-b9b3-c73c9be32af2"
"12","567248ab-99da-4b79-bc03-2f0c5e4c22c7","2017-09-17T13:03:55-04:00","2017-09-17T16:08:51-04:00","win",9,"loss",3,"loss",3,"win",9,FALSE,TRUE,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,8,125,0,107,25,17,0,3,18,0,5,0,44,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,44.5,6,0,0,0,0,2,69,0,0,0,0,23,0,0,13,4,1267,0,0,0,0,0,10,0,"3b2d3355-4310-48ed-b4fd-f8fdabac87f9","767f5024-184b-434b-9e52-90bb4375ca84","50990622-f5d7-4597-b9b3-c73c9be32af2"
"13","d9f32448-4129-461a-afde-10bce6d11621","2017-09-24T13:00:41-04:00","2017-09-24T16:20:43-04:00","win",26,"loss",16,"win",26,"loss",16,TRUE,FALSE,2,0,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,15,2,0,0,0,41,2,3,7,5,0,0,11,213,0,197,26,20,0,4,16,2,8,1,69,26,0,0,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,38,5,0,0,3,2,4,75,0,0,0,0,33,0,0,16,6,1826,0,0,0,0,0,16,2,"cf74f344-3ea2-4849-9df4-dfbfba3347f4","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333","50990622-f5d7-4597-b9b3-c73c9be32af2"
"14","9a6e3454-4685-4dc9-a662-7f547aa1dbeb","2017-09-10T16:28:03-04:00","2017-09-10T19:33:05-04:00","loss",3,"win",23,"win",23,"loss",3,FALSE,TRUE,2,0,2,0,0,0,0,3,0,3,0,0,0,0,2,1,0,0,0,1,0,1,2,1,0,23,1,0,0,0,0,0,5,5,5,0,0,8,171,0,171,25,14,1,0,0,2,5,3,40,23,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,48.667,3,0,0,3,1,9,116,0,0,0,0,38,0,0,13,7,2061,0,0,0,0,0,20,2,"520b0299-5dae-4e9a-ae48-4bae2da277e1","62b050a0-42c8-4cdd-aaaf-1ee5bbb01bf3","767f5024-184b-434b-9e52-90bb4375ca84"
"15","b5a06b71-a9cb-49af-9f58-eb1e87f8576e","2017-09-17T13:03:55-04:00","2017-09-17T16:08:51-04:00","win",9,"loss",3,"win",9,"loss",3,TRUE,FALSE,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,4,4,0,0,12,228,0,178,32,20,0,6,50,0,6,1,40,9,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,41.167,6,0,0,3,0,6,77,0,0,0,0,28,0,0,16,7,2333,0,0,0,0,0,19,0,"3b2d3355-4310-48ed-b4fd-f8fdabac87f9","50990622-f5d7-4597-b9b3-c73c9be32af2","767f5024-184b-434b-9e52-90bb4375ca84"
"16","dd93ba63-f456-4daf-b165-de6b44b9d440","2017-09-24T13:00:41-04:00","2017-09-24T16:10:39-04:00","loss",13,"win",34,"loss",13,"win",34,TRUE,FALSE,1,0,1,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,30,1,4,4,4,0,0,7,184,0,156,33,19,3,4,28,0,1,0,5,13,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,32.333,3,0,0,2,1,11,132,0,0,0,0,22,1,0,14,7,1731,0,0,0,0,0,18,1,"15b821d2-d84a-489e-bc5a-46715f081c85","a192531d-e60c-4256-8220-f3538dd8b020","767f5024-184b-434b-9e52-90bb4375ca84"
"17","0025a5c0-11a0-4304-99f2-c844ee874e27","2017-09-24T13:00:40-04:00","2017-09-24T16:35:46-04:00","win",23,"loss",17,"win",23,"loss",17,TRUE,FALSE,2,0,2,0,0,0,0,2,0,1,0,0,0,0,5,1,0,0,0,1,0,1,3,2,0,0,0,0,0,0,69,3,2,3,3,0,0,4,101,0,84,22,15,1,2,17,1,10,1,73,23,6,7,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,6,0,0,4,3,13,220,0,0,0,0,38,2,0,12,4,2039,0,0,0,0,0,18,3,"339e53ee-3a75-4be4-b51b-dd1d0f555377","e5796fc5-4c5e-486d-a76d-5879fd2f5117","009ff336-845b-411b-8ee5-9b3089e99398"
"18","02b182d0-4f30-4539-b482-d78c0023c5b8","2017-09-28T20:28:27-04:00","2017-10-01T10:07:10-04:00","win",35,"loss",14,"loss",14,"win",35,FALSE,TRUE,2,0,2,0,0,0,0,1,0,0,0,2,2,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,52,2,3,3,3,0,0,11,218,0,205,33,21,2,1,13,1,8,2,62,14,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,47.333,3,0,0,2,2,7,103,0,0,0,0,30,1,0,12,5,1911,0,0,0,0,0,20,2,"307de0cb-44cd-4a61-a094-fe8d6dd8bd27","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","009ff336-845b-411b-8ee5-9b3089e99398"
"19","5efc6f98-b1eb-4cca-897b-e18e50596cf8","2017-09-10T13:03:04-04:00","2017-09-10T16:13:03-04:00","loss",17,"win",23,"loss",17,"win",23,TRUE,FALSE,2,0,2,0,0,0,0,1,0,1,0,2,1,0,2,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,70,3,3,4,3,0,0,11,213,0,176,40,26,0,4,37,1,4,3,40,17,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,40,5,0,0,3,2,6,125,0,0,0,0,19,1,0,13,5,1766,0,0,0,0,0,20,2,"e2a1418c-c5d0-41ad-ba63-360abf60458b","c1618ca6-3dad-485d-b237-ad34f8d0bf83","009ff336-845b-411b-8ee5-9b3089e99398"
"20","a5d73051-f5fb-416e-a417-25b1b5eee85c","2017-09-17T13:03:55-04:00","2017-09-17T16:13:52-04:00","win",29,"loss",7,"loss",7,"win",29,FALSE,TRUE,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,2,2,2,2,0,0,16,301,0,290,45,31,2,1,11,1,8,2,59,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,43.667,3,0,0,3,1,1,20,0,0,0,0,16,0,0,14,7,1609,0,0,0,0,0,19,1,"45756505-28db-4b32-845d-d4ea5e59d680","0d0cfd49-bea6-4ad0-a263-5a350865b99e","009ff336-845b-411b-8ee5-9b3089e99398"
"21","697aac86-efdc-459a-86a3-75736ac0b561","2017-09-10T13:03:06-04:00","2017-09-10T16:22:59-04:00","loss",0,"win",20,"loss",0,"win",20,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,11,1,1,1,1,0,0,8,170,0,144,31,16,4,5,26,0,9,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,37.8,5,0,0,3,0,3,77,0,0,0,0,22,0,0,13,4,1560,0,0,0,0,0,14,0,"0ef099cd-67f6-48e5-b69a-3eb5da3a2b79","15cdbc22-7b1e-4012-a731-987ca52e3c05","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"22","804facbf-ef0f-489a-b7c8-d8ce32b2a41e","2017-09-14T20:26:27-04:00","2017-09-14T23:56:23-04:00","loss",9,"win",13,"loss",9,"win",13,TRUE,FALSE,0,0,0,0,0,0,0,3,0,3,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,76,2,3,4,3,0,0,8,224,0,213,35,20,0,3,11,0,7,0,45,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,6,0,0,0,0,0,0,45.571,7,0,0,3,0,4,82,0,0,0,0,24,0,0,15,4,1665,0,0,0,0,0,12,0,"a1cd1cca-f8fe-4c3f-93d5-22b3446e19c4","545d6178-62b4-4e6e-a118-60e4f66d257d","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"23","8bb966cc-d2d8-4e2a-9548-da82902d906f","2017-09-24T16:25:41-04:00","2017-09-24T20:00:42-04:00","win",27,"loss",24,"loss",24,"win",27,FALSE,TRUE,3,0,3,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,75,1,1,0,0,20,1,4,5,4,0,0,13,212,0,191,27,21,0,3,21,2,7,2,68,24,0,7,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,37.667,6,0,0,2,2,6,110,0,0,0,0,30,0,0,12,4,2057,0,0,0,0,0,21,3,"0e192012-9f0d-409f-a15a-fcbda249b8bd","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"24","30c5d9cc-4ebf-454f-982c-9f859bd9b071","2017-09-17T13:03:56-04:00","2017-09-17T16:38:51-04:00","win",24,"loss",10,"loss",10,"win",24,FALSE,TRUE,1,0,1,0,0,0,0,1,0,1,0,2,1,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,18,1,3,3,3,0,0,12,300,0,293,42,20,4,3,7,1,11,2,65,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.5,4,0,0,1,0,6,93,0,0,0,0,21,0,0,12,2,1596,0,0,0,0,0,20,1,"34aba22d-b7cc-4cf9-9465-d93e87ef1654","15cdbc22-7b1e-4012-a731-987ca52e3c05","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"25","bf22ded4-8c2c-4ea3-93d8-4fa30d7d8ec4","2017-09-24T13:00:43-04:00","2017-09-24T16:30:39-04:00","win",31,"loss",28,"loss",28,"win",31,FALSE,TRUE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,3,5,3,0,0,13,242,0,235,47,22,3,1,7,2,10,5,113,28,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.286,7,0,0,5,4,7,111,0,0,0,0,21,2,0,13,5,1593,0,0,0,0,0,25,4,"6a00d123-e14e-43ca-a476-c16ed3ed8733","557d1013-6b50-4998-885b-d121af071867","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"26","f48e6756-0a7e-459b-8b8c-b2e7eeb739a9","2017-09-10T13:03:05-04:00","2017-09-10T16:13:01-04:00","loss",18,"win",21,"loss",18,"win",21,TRUE,FALSE,1,0,1,1,1,0,0,1,0,1,0,2,2,0,1,0,0,0,1,1,0,0,1,1,0,30,1,0,0,0,14,1,3,4,3,0,0,12,222,0,180,30,20,1,7,42,1,4,5,61,18,0,7,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,3,0,0,0,0,0,0,35,5,0,0,3,2,3,57,0,0,0,0,25,1,0,12,3,1870,0,0,0,0,0,20,2,"83ab0d87-44e1-4815-9643-09987d7361ff","e5796fc5-4c5e-486d-a76d-5879fd2f5117","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"27","219e92a8-8ee0-4d9e-b0cd-52a0fef83153","2017-10-01T13:02:04-04:00","2017-10-01T20:00:14-04:00","undecided",24,"undecided",16,"undecided",24,"undecided",16,TRUE,FALSE,3,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,52,2,2,5,5,0,0,8,155,0,154,18,12,0,2,1,2,2,1,10,30,0,3,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,1,0,0,4,3,6,148,0,0,0,0,19,1,0,8,5,1229,0,0,0,0,0,15,3,"c60ebcfd-cb91-4315-b6d9-fd76d234ad9f","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2","d61f132b-29f6-4140-847b-efb50ea9ccba"
"28","65375410-4afc-4709-aea6-99239f9dd7ff","2017-09-25T20:32:52-04:00","2017-09-26T22:21:40-04:00","loss",17,"win",28,"win",28,"loss",17,FALSE,TRUE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,18,1,3,5,4,0,0,7,183,0,174,18,13,0,1,9,2,9,2,76,28,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,43.857,7,0,0,3,3,6,99,0,0,0,0,26,2,0,9,2,1425,0,0,0,0,0,15,4,"e78b03dd-aae6-485f-98bb-ebe879724ec8","77c57737-b688-4bbf-a127-7b7f0ef8bcdd","d61f132b-29f6-4140-847b-efb50ea9ccba"
"29","7a2f0ba8-aafd-4d39-bda5-0a3a892b5c3c","2017-09-10T20:33:04-04:00","2017-09-11T04:08:31-04:00","win",19,"loss",3,"win",19,"loss",3,TRUE,FALSE,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,42,2,4,6,6,0,0,12,268,0,263,39,24,0,1,5,1,5,1,50,19,0,3,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.5,4,0,0,4,1,9,129,0,0,0,0,31,0,0,15,8,2054,0,0,0,0,0,22,1,"d315a072-19d3-4e93-aa51-d959c55b659c","47b8904b-4d56-481a-ab06-6e56dfe59f78","d61f132b-29f6-4140-847b-efb50ea9ccba"
"30","dfc7f588-162b-45da-b622-0b465f11152f","2017-09-17T16:28:51-04:00","2017-09-18T06:11:08-04:00","win",42,"loss",17,"loss",17,"win",42,FALSE,TRUE,2,0,2,0,0,0,0,1,0,1,0,5,2,0,0,0,0,0,1,1,0,0,2,1,0,25,1,0,0,0,0,0,3,4,4,0,0,12,238,0,228,50,30,2,2,10,2,8,3,69,17,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,41.8,5,0,0,3,1,1,40,0,0,0,0,14,0,0,14,3,1570,0,0,0,0,0,16,2,"baa94cdc-f6b0-4f8d-9709-c1644785f37e","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333","d61f132b-29f6-4140-847b-efb50ea9ccba"
