"","game_id","created_at","updated_at","at_neutral_site","attendance","away_team_outcome","away_team_score","broadcast","clock","clock_secs","daytime","duration","ended_at","home_team_outcome","home_team_score","humidity","interval","interval_number","interval_type","label","name","on","period","period_label","score","score_differential","scoreline","slug","started_at","status","internet_coverage","satellite_coverage","television_coverage","temperature","temperature_unit","timestamp","title","weather_conditions","wind_direction","wind_speed","wind_speed_unit","home_team_id","away_team_id","winning_team_id","season_id","venue_id"
"33","452a029a-bfee-4f2e-9ceb-96e55588f6cd","2017-04-22T16:24:43-04:00","2017-10-01T20:00:10-04:00",NA,NA,"undecided",19,"CBS",":00",0,TRUE,NA,"2017-10-01T16:18:09-04:00","undecided",3,NA,"Week",4,"week","Steelers vs Ravens","Steelers vs Ravens October  1, 2017 at  1:00pm","on October  1, 2017",4,"Quarter","19-3",16,"Steelers 19 - Ravens 3","nfl-2017-2018-pit-bal-2017-10-1-1300","2017-10-01T13:00:00-04:00","closed",NA,NA,"CBS",NA,NA,1506877200,"Steelers vs Ravens",NA,NA,NA,NA,"15cdbc22-7b1e-4012-a731-987ca52e3c05","e5796fc5-4c5e-486d-a76d-5879fd2f5117",NA,"863d0345-407a-4881-8fa4-c1ef069f7482","be778f18-dd45-4b13-8ba9-cee1640a70e2"
"34","53c553f7-a06a-4363-9a4a-2039bb19ea55","2017-04-22T16:24:43-04:00","2017-10-01T20:00:10-04:00",NA,NA,"undecided",14,"FOX",":00",0,TRUE,NA,"2017-10-01T16:06:41-04:00","undecided",7,NA,"Week",4,"week","Lions vs Vikings","Lions vs Vikings October  1, 2017 at  1:00pm","on October  1, 2017",4,"Quarter","14-7",7,"Lions 14 - Vikings 7","nfl-2017-2018-det-min-2017-10-1-1300","2017-10-01T13:00:00-04:00","closed",NA,NA,"FOX",NA,NA,1506877200,"Lions vs Vikings",NA,NA,NA,NA,"273bc0eb-8984-4474-bbc8-5cce491aa662","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9",NA,"863d0345-407a-4881-8fa4-c1ef069f7482","9fa74055-f139-472b-98cf-3864e9015655"
"35","c60ebcfd-cb91-4315-b6d9-fd76d234ad9f","2017-04-22T16:24:43-04:00","2017-10-01T20:00:14-04:00",NA,NA,"undecided",16,"FOX",":00",0,TRUE,NA,"2017-10-01T16:23:18-04:00","undecided",24,NA,"Week",4,"week","Rams vs Cowboys","Rams vs Cowboys October  1, 2017 at  1:00pm","on October  1, 2017",4,"Quarter","16-24",8,"Rams 16 - Cowboys 24","nfl-2017-2018-la-dal-2017-10-1-1300","2017-10-01T13:00:00-04:00","closed",NA,NA,"FOX",NA,NA,1506877200,"Rams vs Cowboys",NA,NA,NA,NA,"d61f132b-29f6-4140-847b-efb50ea9ccba","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2",NA,"863d0345-407a-4881-8fa4-c1ef069f7482","9ff0b640-0573-4b68-823b-114b7eef26d2"
"36","e1900cd6-a087-4544-b2e6-4eb825ec7901","2017-04-22T16:24:43-04:00","2017-10-01T13:07:08-04:00",NA,NA,"win",20,"FOX",":00",0,TRUE,NA,"2017-10-01T09:30:00-04:00","loss",0,NA,"Week",4,"week","Saints vs Dolphins","Saints vs Dolphins October  1, 2017 at  9:30am","on October  1, 2017",4,"Quarter","20-0",20,"Saints 20 - Dolphins 0","nfl-2017-2018-no-mia-2017-10-1-0930","2017-10-01T09:30:00-04:00","closed",NA,NA,"FOX",NA,NA,1506864600,"Saints vs Dolphins",NA,NA,NA,NA,"49b7f5ba-da40-4b42-be4b-c68b4f9257e8","a192531d-e60c-4256-8220-f3538dd8b020","a192531d-e60c-4256-8220-f3538dd8b020","863d0345-407a-4881-8fa4-c1ef069f7482","f0c09e04-a764-4d3b-b248-9d90ffdcbde2"
"37","307de0cb-44cd-4a61-a094-fe8d6dd8bd27","2017-04-22T16:24:43-04:00","2017-10-01T10:07:21-04:00",NA,NA,"loss",14,"CBS/NFL and Amazon",":00",0,FALSE,NA,"2017-09-29T00:20:36-04:00","win",35,51,"Week",4,"week","Bears vs Packers","Bears vs Packers September 28, 2017 at  8:25pm","on September 28, 2017",4,"Quarter","14-35",21,"Bears 14 - Packers 35","nfl-2017-2018-chi-gb-2017-09-28-2025","2017-09-28T20:25:00-04:00","closed","Amazon",NA,"CBS/NFL",69,NA,1506644700,"Bears vs Packers","Partly cloudy","SW",12,NA,"ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","009ff336-845b-411b-8ee5-9b3089e99398","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","863d0345-407a-4881-8fa4-c1ef069f7482","c53d2f24-770c-48e6-90c1-f6256059c09d"
"38","e78b03dd-aae6-485f-98bb-ebe879724ec8","2017-04-22T16:24:43-04:00","2017-10-01T06:07:50-04:00",NA,NA,"win",28,"ESPN, 206, and WatchESPN",":00",0,FALSE,NA,"2017-09-25T23:46:38-04:00","loss",17,5,"Week",3,"week","Cowboys vs Cardinals","Cowboys vs Cardinals September 25, 2017 at  8:30pm","on September 25, 2017",4,"Quarter","28-17",11,"Cowboys 28 - Cardinals 17","nfl-2017-2018-dal-ari-2017-09-25-2030","2017-09-25T20:30:00-04:00","closed","WatchESPN","206","ESPN",88,NA,1506385800,"Cowboys vs Cardinals","Partly cloudy","SSE",4,NA,"77c57737-b688-4bbf-a127-7b7f0ef8bcdd","d61f132b-29f6-4140-847b-efb50ea9ccba","d61f132b-29f6-4140-847b-efb50ea9ccba","863d0345-407a-4881-8fa4-c1ef069f7482","ffa8536a-957f-4c1e-ab37-be192313f60a"
"39","f231c5ec-c623-4690-90f2-2083ba417ec2","2017-04-22T16:24:43-04:00","2017-10-01T06:07:50-04:00",NA,NA,"loss",10,"NBC",":00",0,FALSE,NA,"2017-09-24T23:31:25-04:00","win",27,76,"Week",3,"week","Raiders vs Redskins","Raiders vs Redskins September 24, 2017 at  8:30pm","on September 24, 2017",4,"Quarter","10-27",17,"Raiders 10 - Redskins 27","nfl-2017-2018-oak-was-2017-09-24-2030","2017-09-24T20:30:00-04:00","closed",NA,NA,"NBC",75,NA,1506299400,"Raiders vs Redskins","Clear","N",0,NA,"1c4f553a-bde3-4229-8565-9c40401a9956","bf836ba5-77d0-4125-aa8a-ab785705eb29","1c4f553a-bde3-4229-8565-9c40401a9956","863d0345-407a-4881-8fa4-c1ef069f7482","2e69b1fe-82c2-4aab-b9ce-63c6ebd05121"
"40","0e192012-9f0d-409f-a15a-fcbda249b8bd","2017-04-22T16:24:43-04:00","2017-10-01T06:07:50-04:00",NA,NA,"loss",24,"CBS",":00",0,TRUE,NA,"2017-09-24T19:43:05-04:00","win",27,45,"Week",3,"week","Bengals vs Packers","Bengals vs Packers September 24, 2017 at  4:25pm","on September 24, 2017",5,"Quarter","24-27",3,"Bengals 24 - Packers 27","nfl-2017-2018-cin-gb-2017-09-24-1625","2017-09-24T16:25:00-04:00","closed",NA,NA,"CBS",89,NA,1506284700,"Bengals vs Packers","Sunny","S",8,NA,"ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","6bb48096-ca08-40e3-8dd2-2d93d96e346e","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","863d0345-407a-4881-8fa4-c1ef069f7482","c53d2f24-770c-48e6-90c1-f6256059c09d"
"41","e94e756c-e9bf-4f22-b4bd-edd9cec1c314","2017-04-22T16:24:43-04:00","2017-10-01T06:07:49-04:00",NA,NA,"win",24,"CBS",":00",0,TRUE,NA,"2017-09-24T19:33:24-04:00","loss",10,44,"Week",3,"week","Chiefs vs Chargers","Chiefs vs Chargers September 24, 2017 at  4:25pm","on September 24, 2017",4,"Quarter","24-10",14,"Chiefs 24 - Chargers 10","nfl-2017-2018-kc-lac-2017-09-24-1625","2017-09-24T16:25:00-04:00","closed",NA,NA,"CBS",77,NA,1506284700,"Chiefs vs Chargers","Sunny","WNW",12,NA,"d1f76207-7303-484f-a25f-b00d1eb46ecd","3a857729-4c8c-4dde-9cad-359cab5990de","3a857729-4c8c-4dde-9cad-359cab5990de","863d0345-407a-4881-8fa4-c1ef069f7482","894955e4-4744-48ee-b0c5-378a6ccd247a"
"42","62916142-ed74-476c-997b-49c462793d16","2017-04-22T16:24:43-04:00","2017-10-01T06:07:49-04:00",NA,NA,"loss",27,"FOX",":00",0,TRUE,NA,"2017-09-24T19:27:26-04:00","win",33,39,"Week",3,"week","Seahawks vs Titans","Seahawks vs Titans September 24, 2017 at  4:05pm","on September 24, 2017",4,"Quarter","27-33",6,"Seahawks 27 - Titans 33","nfl-2017-2018-sea-ten-2017-09-24-1605","2017-09-24T16:05:00-04:00","closed",NA,NA,"FOX",89,NA,1506283500,"Seahawks vs Titans","Partly cloudy","SSW",7,NA,"a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7","e6094723-20f3-417a-87d2-1ccc0b7a6388","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7","863d0345-407a-4881-8fa4-c1ef069f7482","4818918b-9c74-427d-8516-bc17e7254277"
